SpecialAttributeID,AttributeLevel,FeatureExtractionProbability,WhetherTheInfluenceLevelLimit,SimpleDescription,ShortKnifeType07,LongKnifeType08,DaggerTypes09,SwordType10,BowType11,CrossbowType12,ArrowTypes13,VectorType14,LongRodType15,TheWandType16,ScepterType17,LongGeType18,SpearType19,SocialType20,HatchetType21,ShortGeType22,ShortStickType23,ShortHammerType24,HelmetType25,ArmorType26,ShieldType27,BootsType28,NecklaceType29,RingType30,WristType31,BeltType32,AttributeID,IfPer,ModifiedValue1MIN,ModifiedValue1MAX,ModifiedValue2MIN,ModifiedValue2MAX,ModifiedValue3MIN,ModifiedValue3MAX,ModifiedValue4MIN,ModifiedValue4MAX,ModifiedValue5MIN,ModifiedValue5MAX,ModifiedValue6MIN,ModifiedValue6MAX,ModifiedValue7MIN,ModifiedValue7MAX,ModifiedValue8MIN,ModifiedValue8MAX,ModifiedValue9MIN,ModifiedValue9MAX,PriceCorrectionRate,SubAttribute1,SubAttribute2,SubAttribute3,SubAttribute4,SubAttribute5,GemType0,TypeOfWood1,OreTypes2,AnimalBoneType3,SkinType4,AnimalTendonType5,MitreTypes33,RobeType34,WhetherTheGoldProperty
Ugemlevreq,8,10,,等级需求,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemlevreq,,,,,,,,,,,,,
Tgemlevreq,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,-6,-6,-6,-6,-7,-7,-7,-7,-8,-8,-8,-8,-9,-9,-9,-9,-10,-10,10,,,,,,,,,,,,,,
Tgemhpmax%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,30,,,,,,,,,,,,,,
Tgemmpmax%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,30,,,,,,,,,,,,,,
Tgemsr%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,28,29,30,15,,,,,,,,,,,,,,
Tgemhr%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,28,29,30,15,,,,,,,,,,,,,,
Ugemrange,1,100,,射程/视野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemrange,Tgemsight,,,,,,,,,,,,
Tgemrange,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,50,,,,,,,,,,,,,,
Tgemsight,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,50,,,,,,,,,,,,,,
Ugemhpsteal,1,100,,吸血/生命恢复,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemhpsteal,Tgemhpregen%,,,,,,,,,,,,
Tgemhpsteal,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,40,,,,,,,,,,,,,,
Tgemhpregen%,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,60,72,73,78,79,84,85,90,91,96,97,102,103,108,109,114,115,120,40,,,,,,,,,,,,,,
Ugemmpsteal,1,100,,吸魔法/魔法恢复,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemmpsteal,Tgemmpregen%,,,,,,,,,,,,
Tgemmpsteal,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,40,,,,,,,,,,,,,,
Tgemmpregen%,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,60,72,73,78,79,84,85,90,91,96,97,102,103,108,109,114,115,120,40,,,,,,,,,,,,,,
Ugemknockout,1,100,,击倒/防中断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemknockout,Tgemironskin,,,,,,,,,,,,
Tgemknockout,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,20,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,30,,,,,,,,,,,,,,
Tgemironskin,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,20,21,22,22,23,24,25,25,26,27,28,28,29,30,31,32,33,35,30,,,,,,,,,,,,,,
Ugemapdp%,1,100,,攻击力%/防御力%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemapmin%,Tgemapmax%,Tgemdp%,,,,,,,,,,,
Tgemapmin%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,25,25,26,26,27,27,28,28,29,29,30,30,31,31,33,33,35,35,30,,,,,,,,,,,,,,
Tgemapmax%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,25,25,26,26,27,27,28,28,29,29,30,30,31,31,33,33,35,35,30,,,,,,,,,,,,,,
Tgemdp%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,25,40,,,,,,,,,,,,,,
Ugemdeadly,1,100,,致命一击/物理免疫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemdeadly,Tgemapreduce,,,,,,,,,,,,
Tgemdeadly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,30,50,,,,,,,,,,,,,,
Tgemapreduce,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,11,50,,,,,,,,,,,,,,
Ugemcritical,1,100,,会心一击/魔法免疫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemcritical,Tgemmapreduce,,,,,,,,,,,,
Tgemcritical,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,30,50,,,,,,,,,,,,,,
Tgemmapreduce,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,11,50,,,,,,,,,,,,,,
Ugemattackspeed,1,100,,攻击速度/移动速度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemattackspeed,Tgemmovespeed,,,,,,,,,,,,
Tgemattackspeed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,15,15,15,15,20,20,20,20,25,25,25,25,30,30,35,35,40,40,50,,,,,,,,,,,,,,
Tgemmovespeed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,10,10,10,10,10,10,15,15,15,15,15,15,20,20,20,20,25,25,50,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝石五行特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugem1_1,1,100,,金系宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstun_1,Tgempoisonimm_1,,,,,,,,,,,,
Ugem1_2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstun_2,Tgempoisonimm_2,,,,,,,,,,,,
Ugem1_3,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstun_3,Tgempoisonimm_3,,,,,,,,,,,,
Ugem1_4,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstun_4,Tgempoisonimm_4,,,,,,,,,,,,
Ugem1_5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstun_5,Tgempoisonimm_5,,,,,,,,,,,,
Tgemstun_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,,
Tgemstun_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,,,,,,,,,,
Tgemstun_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,,,,,,,,,,,,,,
Tgemstun_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,
Tgemstun_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgempoisonimm_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgempoisonimm_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,,,,,,,,,,,,,,
Tgempoisonimm_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,,,,,,,,,,,,,,
Tgempoisonimm_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,,,,,,,,,,,,,,
Tgempoisonimm_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,,,,,,,,,,,,,,
Ugem2_1,1,100,,木系宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgempoison_1,Tgemstoneimm_1,,,,,,,,,,,,
Ugem2_2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgempoison_2,Tgemstoneimm_2,,,,,,,,,,,,
Ugem2_3,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgempoison_3,Tgemstoneimm_3,,,,,,,,,,,,
Ugem2_4,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgempoison_4,Tgemstoneimm_4,,,,,,,,,,,,
Ugem2_5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgempoison_5,Tgemstoneimm_5,,,,,,,,,,,,
Tgempoison_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,,
Tgempoison_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,,,,,,,,,,
Tgempoison_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,,,,,,,,,,,,,,
Tgempoison_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,
Tgempoison_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemstoneimm_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemstoneimm_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,,,,,,,,,,,,,,
Tgemstoneimm_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,,,,,,,,,,,,,,
Tgemstoneimm_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,,,,,,,,,,,,,,
Tgemstoneimm_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,,,,,,,,,,,,,,
Ugem3_1,1,100,,水系宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemfreeze_1,Tgemblindimm_1,,,,,,,,,,,,
Ugem3_2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemfreeze_2,Tgemblindimm_2,,,,,,,,,,,,
Ugem3_3,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemfreeze_3,Tgemblindimm_3,,,,,,,,,,,,
Ugem3_4,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemfreeze_4,Tgemblindimm_4,,,,,,,,,,,,
Ugem3_5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemfreeze_5,Tgemblindimm_5,,,,,,,,,,,,
Tgemfreeze_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,,
Tgemfreeze_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,,,,,,,,,,
Tgemfreeze_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,,,,,,,,,,,,,,
Tgemfreeze_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,
Tgemfreeze_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemblindimm_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemblindimm_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,,,,,,,,,,,,,,
Tgemblindimm_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,,,,,,,,,,,,,,
Tgemblindimm_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,,,,,,,,,,,,,,
Tgemblindimm_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,,,,,,,,,,,,,,
Ugem4_1,1,100,,火系宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemblind_1,Tgemstunimm_1,,,,,,,,,,,,
Ugem4_2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemblind_2,Tgemstunimm_2,,,,,,,,,,,,
Ugem4_3,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemblind_3,Tgemstunimm_3,,,,,,,,,,,,
Ugem4_4,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemblind_4,Tgemstunimm_4,,,,,,,,,,,,
Ugem4_5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemblind_5,Tgemstunimm_5,,,,,,,,,,,,
Tgemblind_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,,
Tgemblind_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,,,,,,,,,,
Tgemblind_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,,,,,,,,,,,,,,
Tgemblind_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,
Tgemblind_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemstunimm_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemstunimm_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,,,,,,,,,,,,,,
Tgemstunimm_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,,,,,,,,,,,,,,
Tgemstunimm_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,,,,,,,,,,,,,,
Tgemstunimm_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,,,,,,,,,,,,,,
Ugem5_1,1,100,,土系宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstone_1,Tgemfreezeimm_1,,,,,,,,,,,,
Ugem5_2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstone_2,Tgemfreezeimm_2,,,,,,,,,,,,
Ugem5_3,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstone_3,Tgemfreezeimm_3,,,,,,,,,,,,
Ugem5_4,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstone_4,Tgemfreezeimm_4,,,,,,,,,,,,
Ugem5_5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstone_5,Tgemfreezeimm_5,,,,,,,,,,,,
Tgemstone_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,,
Tgemstone_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,,,,,,,,,,
Tgemstone_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,,,,,,,,,,,,,,
Tgemstone_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,
Tgemstone_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemfreezeimm_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,,,,,,,,,,,,,,
Tgemfreezeimm_2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,,,,,,,,,,,,,,
Tgemfreezeimm_3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,,,,,,,,,,,,,,
Tgemfreezeimm_4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,,,,,,,,,,,,,,
Tgemfreezeimm_5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
打造原料特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ux13_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Umap2_40,,,,,,,,,,,,
Ux13_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tsr_400,,,,,,,,,,,,
Ux13_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Umap5_40,,,,,,,,,,,,
Ux13_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Umap4_40,,,,,,,,,,,,
Ux13_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tpoison_40,,,,,,,,,,,,
Ux13_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tstr_50,,,,,,,,,,,,
Ux13_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tdeadly_20,,,,,,,,,,,,
Ux13_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Umap1_40,,,,,,,,,,,,
Ux13_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tfreeze_40,,,,,,,,,,,,
Ux14_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tsr%_40,,,,,,,,,,,,
Ux14_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Thpsteal_7,,,,,,,,,,,,
Ux14_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Umap1_40,,,,,,,,,,,,
Ux14_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Trange_1,,,,,,,,,,,,
Ux14_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tcritical_20,,,,,,,,,,,,
Ux14_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tpoison_60,,,,,,,,,,,,
Ux14_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tmpsteal_7,,,,,,,,,,,,
Ux14_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Uap_20,,,,,,,,,,,,
Ux14_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarrowquantity,Tconfuse_20,,,,,,,,,,,,
Ufapaomdp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umpmax_200,U5mdp_300,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金色装备特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique07_1a,,,,手刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uap_60,Tsr_200,Tcritical_50u,,,,,,,,,,,1
Unique07_2a,,,,柴刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_2b,,,,青铜短刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_3a,,,,剔骨刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_3b,,,,青铜鹿首刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_4a,,,,匈奴短刃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_4b,,,,镔铁短刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_5a,,,,镔铁羊首刀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
Unique07_6a,,,,秦勾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwudi,,,,,,,,,,,,,1
