级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
8,高级金矿石,gaojijinkuangshi,2,403,680,2,-10,,29,,,,22,32,,,,,0,3,,,Uap%_30,20,,,,,,,3545,weapon_sword_ancient_angel_new,,,,,,50,1,2,4,,,,,0,40
9,昆吾赤铜,lunwuchitong,2,404,798,3,0,,33,,,,15,22,,,,,0,3,,,Tdeadly_30,35,,,,,,,3546,weapon_sword_ancient_angel_new,,,,,,51,2,7,11,,,,,0,60
1,黄铜指环,huangtongzhihuan,30,1613,69,1,,N,1,,,,,,,,,,0,4,Unique30_1a,0,Tdex_40,50,Tsr_300,50,,,,,3995,weapon_sword_ancient_angel_new,,,,,,392,1,,,14,24,,,20,0
2,铁戒指,tiejiezhi,30,1614,130,1,,N,5,,,,,,,,,,0,4,Unique30_2a,0,Tstr_40,50,Tcon_40,50,,,,,3996,weapon_sword_ancient_angel_new,,,,,,393,5,,,25,36,,,25,0
3,白银戒指,baiyinjiezhi,30,1616,281,1,,N,8,,,,,,,,,,0,4,Unique30_3a,0,Thpmax_100,100,,,,,,,3997,weapon_sword_ancient_angel_new,,,,,,394,3,,,35,57,,,30,0
3,碧玉环,biyuhuan,30,1615,234,1,,N,12,,,,,,,,,,0,4,Unique30_3b,0,Tmpmax_100,100,,,,,,,3998,weapon_sword_ancient_angel_new,,,,,,395,4,,,43,72,,,30,0
4,翡翠戒指,feicuijiezhi,30,1618,473,1,,N,16,,,,,,,,,,0,5,Unique30_4a,0,Tcharm_30,100,,,,,,,3999,weapon_sword_ancient_angel_new,,,,,,396,2,,,69,86,,,25,0
5,黄金戒指,huangjinjiezhi,30,1617,810,1,,N,20,,,,,,,,,,0,5,Unique30_5a,0,Umap1_30,10,Tmdp2_200,90,,,,,4000,weapon_sword_ancient_angel_new,,,,,,397,1,,,49,92,,,50,0
6,乌金戒,wujinjie,30,1619,756,1,,N,26,,,,,,,,,,0,5,Unique30_6a,0,Umap5_30,12,Tmdp3_200,88,,,,,4001,weapon_sword_ancient_angel_new,,,,,,398,5,,,81,117,,,55,0
7,契约印章,qiyueyinzhang,30,1620,734,1,,N,31,,,,,,,,,,0,6,Unique30_7a,0,Umap2_30,15,Tmdp5_200,85,,,,,4002,weapon_sword_ancient_angel_new,,,,,,399,2,,,67,108,,,60,0
8,水纹戒,shuiwenjie,30,1621,729,1,,N,35,,,,,,,,,,0,6,Unique30_8a,0,Umap3_30,17,Tmdp4_200,83,,,,,4003,weapon_sword_ancient_angel_new,,,,,,400,3,,,54,120,,,65,0
9,旭日环,xurihuan,30,1622,1112,1,,N,39,,,,,,,,,,0,6,Unique30_9a,0,Umap4_30,20,Tmdp1_200,80,,,,,4004,weapon_sword_ancient_angel_new,,,,,,401,4,,,75,107,,,70,0
1,黄铜指环,huangtongzhihuan1,30,1613,69,1,,Y,1,,,,,,,,,,0,4,Unique30_1a,0,Tdex_40,50,Tsr_300,50,,,,,3995,weapon_sword_ancient_angel_new,,,,,,392,1,,,14,24,,,100,0
9,当扈指环,danghuzhihuan,30,1644,1500,1,,Y,40,,,,,,,,,,4,4,Unique30_danghu,100,,,,,,,,,4066,weapon_sword_ancient_angel_new,,,,,,402,2,,,60,60,,,100,0
2,风神戒,fengshenjie,30,1657,320,1,,Y,5,,,,,,,,,,0,0,Unique30_fengshen,100,,,,,,,,,4005,weapon_sword_ancient_angel_new,,,,,,40,2,,,30,30,,,100,0
1,戒指,30_1,30,2075,10,1,,Y,1,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,3995,weapon_sword_ancient_angel_new,,,,,,391,1,,,15,21,,,0,100
2,戒指,30_2,30,2075,20,1,,Y,5,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,3996,weapon_sword_ancient_angel_new,,,,,,391,1,,,22,30,,,0,100
3,戒指,30_3,30,2075,30,1,,Y,9,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,3997,weapon_sword_ancient_angel_new,,,,,,391,1,,,29,39,,,0,100
4,戒指,30_4,30,2075,40,1,,Y,13,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,3999,weapon_sword_ancient_angel_new,,,,,,391,1,,,36,48,,,0,100
5,戒指,30_5,30,2075,50,1,,Y,17,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,4000,weapon_sword_ancient_angel_new,,,,,,391,1,,,43,57,,,0,100
6,戒指,30_6,30,2075,60,1,,Y,21,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,4001,weapon_sword_ancient_angel_new,,,,,,391,1,,,50,66,,,0,100
7,戒指,30_7,30,2075,70,1,,Y,25,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,4002,weapon_sword_ancient_angel_new,,,,,,391,1,,,57,75,,,0,100
8,戒指,30_8,30,2075,80,1,,Y,29,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,4003,weapon_sword_ancient_angel_new,,,,,,391,1,,,64,84,,,0,100
9,戒指,30_9,30,2075,90,1,,Y,33,,,,,,,,,,1,3,,,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,4004,weapon_sword_ancient_angel_new,,,,,,391,1,,,71,93,,,0,100
1,牛皮护腕,niupihuwan,31,1630,46,2,,N,1,,,,,,2,4,6,10,0,5,Unique31_1a,0,Tdex_60,20,,,,,,,4011,weapon_sword_ancient_angel_new,,,,,,404,4,,,15,22,,,10,0
2,鹿皮护腕,lupihuwan,31,1601,86,2,,N,4,15,,,,,5,7,6,12,1,5,Unique31_2a,0,Tsr_400,40,,,,,,,4012,weapon_sword_ancient_angel_new,,,,,,405,3,,,34,57,,,10,0
3,铜护腕,tonghuwan,31,1603,156,6,,N,9,50,,36,,,12,16,8,12,0,5,Unique31_3a,0,Tdp_200,20,,,,,,,4013,weapon_sword_ancient_angel_new,,,,,,406,1,,,56,68,,,10,0
4,燕尾轮,yanweilun,31,1607,189,3,,N,13,22,,,,,8,17,7,10,1,6,Unique31_4a,0,Tcon_60,20,,,,,,,4014,weapon_sword_ancient_angel_new,,,,,,407,4,,,71,101,,,10,0
4,铁护腕,tiehuwan,31,1602,231,6,,N,16,74,,52,,,15,22,9,12,0,5,Unique31_4b,0,Tstr_60,20,,,,,,,4015,weapon_sword_ancient_angel_new,,,,,,408,5,,,60,91,,,10,0
5,白银护腕,baiyinhuwan,31,1604,405,7,,N,19,81,,45,,,14,28,9,12,0,5,Unique31_5a,0,Tattackspeed_20,20,,,,,,,4016,weapon_sword_ancient_angel_new,,,,,,409,3,,,76,135,,,10,0
5,铁木护腕,tiemuhuwan,31,1608,270,4,,N,23,30,,,,,13,20,6,12,0,5,Unique31_5b,0,Tdex_60,40,,,,,,,4017,weapon_sword_ancient_angel_new,,,,,,410,2,,,94,120,,,10,0
6,黄金护腕,huangjinhuwan,31,1605,672,9,,N,25,110,,80,,,21,33,8,14,0,5,Unique31_6a,0,Tdp%_10,20,,,,,,,4018,weapon_sword_ancient_angel_new,,,,,,411,1,,,86,112,,,10,0
6,紫藤护腕,zitenghuwan,31,1609,470,4,,N,29,36,,,,,10,21,8,10,1,6,Unique31_6b,0,Tmpmax_200,20,,,,,,,4019,weapon_sword_ancient_angel_new,,,,,,412,4,,,113,154,,,10,0
7,赤金玄铁护腕,chijinxuantehuwan,31,1606,612,8,,N,33,140,,108,,,27,38,11,18,0,6,Unique31_7a,0,Tstr_60,40,,,,,,,4020,weapon_sword_ancient_angel_new,,,,,,413,1,,,88,165,,,10,0
8,彩霞护腕,caixiahuwan,31,1610,632,3,,N,35,40,,,,,15,25,10,12,2,5,Unique31_8a,0,Twis_60,40,,,,,,,4021,weapon_sword_ancient_angel_new,,,,,,414,2,,,161,202,,,10,0
9,五彩金龙护腕,wucaijinlonghuwan,31,1611,798,5,,N,39,156,,147,,,26,42,12,16,1,6,Unique31_9a,0,Tdp_200,40,,,,,,,4022,weapon_sword_ancient_angel_new,,,,,,415,5,,,164,215,,,10,0
9,玄铁乌金轮,xuantuewujinlun,31,1612,855,10,,N,42,187,,86,,,35,49,14,20,0,6,Unique31_9b,0,Uap%_10,20,,,,,,,4023,weapon_sword_ancient_angel_new,,,,,,416,4,,,108,139,,,10,0
9,帝江革护腕,dijianggehuwan,31,1643,1650,4,,Y,40,150,,150,,,25,25,10,10,4,4,Unique31_dijiang,100,,,,,,,,,4067,weapon_sword_ancient_angel_new,,,,,,417,5,,,0,0,,,100,0
1,护腕,31_1,31,2075,10,1,,Y,1,16,,15,,,4,6,8,10,0,2,,,,,,,,,,,4011,weapon_sword_ancient_angel_new,,,,,,403,1,,,10,14,,,0,100
2,护腕,31_2,31,2075,20,1,,Y,5,22,,20,,,6,9,8,10,0,2,,,,,,,,,,,4012,weapon_sword_ancient_angel_new,,,,,,403,1,,,14,20,,,0,100
3,护腕,31_3,31,2075,30,2,,Y,9,28,,25,,,8,12,8,10,0,2,,,,,,,,,,,4013,weapon_sword_ancient_angel_new,,,,,,403,1,,,18,26,,,0,100
4,护腕,31_4,31,2075,40,2,,Y,13,34,,30,,,10,15,8,10,0,2,,,,,,,,,,,4014,weapon_sword_ancient_angel_new,,,,,,403,1,,,22,32,,,0,100
5,护腕,31_5,31,2075,50,3,,Y,17,40,,35,,,12,18,8,10,0,2,,,,,,,,,,,4016,weapon_sword_ancient_angel_new,,,,,,403,1,,,26,38,,,0,100
6,护腕,31_6,31,2075,60,3,,Y,21,46,,40,,,14,21,8,10,0,2,,,,,,,,,,,4018,weapon_sword_ancient_angel_new,,,,,,403,1,,,30,44,,,0,100
7,护腕,31_7,31,2075,70,4,,Y,25,52,,45,,,16,24,8,10,0,2,,,,,,,,,,,4020,weapon_sword_ancient_angel_new,,,,,,403,1,,,34,50,,,0,100
8,护腕,31_8,31,2075,80,4,,Y,29,58,,50,,,18,27,8,10,0,2,,,,,,,,,,,4021,weapon_sword_ancient_angel_new,,,,,,403,1,,,38,56,,,0,100
9,护腕,31_9,31,2075,90,5,,Y,33,64,,55,,,20,30,8,10,0,2,,,,,,,,,,,4022,weapon_sword_ancient_angel_new,,,,,,403,1,,,42,62,,,0,100
1,腰巾,yaojin,32,1628,21,1,,N,1,,,,,,2,3,5,7,1,4,Unique32_1a,0,Tmdp3_200,10,,,,,,,4030,weapon_sword_ancient_angel_new,,,,,,419,5,,,6,12,,,20,0
2,绣花腰巾,xiuhuayaojin,32,1649,59,1,,N,5,12,,,,,4,7,5,8,0,5,Unique32_2a,0,Tmdp5_200,10,,,,,,,4031,weapon_sword_ancient_angel_new,,,,,,420,2,,,12,18,,,25,0
3,皮腰带,niupiyaodai,32,1650,118,2,,N,10,20,,,,,7,14,6,10,1,5,Unique32_3a,0,Tmdp1_200,10,,,,,,,4032,weapon_sword_ancient_angel_new,,,,,,421,4,,,20,34,,,30,0
4,锁甲腰带,suojiayaodai,32,1651,250,5,,N,15,70,,55,,,15,22,8,10,0,5,Unique32_4a,0,Tmdp2_200,15,,,,,,,4033,weapon_sword_ancient_angel_new,,,,,,422,1,,,15,25,,,35,0
5,硬皮腰带,yingpiyaodai,32,1652,351,3,,N,21,45,,,,,14,25,9,12,0,5,Unique32_5a,0,Tmdp4_200,15,,,,,,,4034,weapon_sword_ancient_angel_new,,,,,,423,3,,,38,55,,,40,0
6,青铜环带,qingtonghuandai,32,1653,364,4,,N,28,64,,48,,,20,32,8,12,1,6,Unique32_6a,0,Tcon_60,20,,,,,,,4035,weapon_sword_ancient_angel_new,,,,,,424,4,,,20,25,,,45,0
7,鳞甲腰带,linjiayaodai,32,1654,619,6,,N,33,152,,108,,,26,38,10,14,0,6,Unique32_7a,0,Thpmax_200,20,,,,,,,4036,weapon_sword_ancient_angel_new,,,,,,425,5,,,25,50,,,50,0
8,神将金带,shenjiangjindai,32,1655,948,7,,N,37,118,,161,,,34,53,13,18,0,6,Unique32_8a,0,Tdp_100,30,,,,,,,4037,weapon_sword_ancient_angel_new,,,,,,426,1,,,45,64,,,55,0
9,天蚕幻彩带,tianchanshuijingdai,32,1656,926,3,,N,41,48,,,,,28,39,10,14,2,7,Unique32_9a,0,Twis_60,20,,,,,,,4038,weapon_sword_ancient_angel_new,,,,,,427,3,,,68,94,,,60,0
1,测试腰巾,test32_1,32,1628,21,1,,Y,1,180,,,,,2,3,5,7,0,3,Unique32_1a,0,,,,,,,,,4030,weapon_sword_ancient_angel_new,,,,,,419,5,,,6,12,,,100,0
9,神石玉带,superyaodai,32,1658,926,3,,Y,42,55,,,,,50,50,10,10,4,4,Unique32_yaodai,100,,,,,,,,,4038,weapon_sword_ancient_angel_new,,,,,,427,,,,,,,,100,0
1,腰带,32_1,32,2075,10,1,,Y,1,15,,16,,,3,5,6,9,0,2,,,,,,,,,,,4030,weapon_sword_ancient_angel_new,,,,,,418,1,,,10,15,,,0,100
2,腰带,32_2,32,2075,20,1,,Y,5,20,,22,,,5,8,6,9,0,2,,,,,,,,,,,4031,weapon_sword_ancient_angel_new,,,,,,418,1,,,14,21,,,0,100
3,腰带,32_3,32,2075,30,1,,Y,9,25,,28,,,7,11,6,9,0,2,,,,,,,,,,,4032,weapon_sword_ancient_angel_new,,,,,,418,1,,,18,27,,,0,100
4,腰带,32_4,32,2075,40,2,,Y,13,30,,34,,,9,14,6,9,0,2,,,,,,,,,,,4033,weapon_sword_ancient_angel_new,,,,,,418,1,,,22,33,,,0,100
5,腰带,32_5,32,2075,50,2,,Y,17,35,,40,,,11,17,6,9,0,2,,,,,,,,,,,4034,weapon_sword_ancient_angel_new,,,,,,418,1,,,26,39,,,0,100
6,腰带,32_6,32,2075,60,2,,Y,21,40,,46,,,13,20,6,9,0,2,,,,,,,,,,,4035,weapon_sword_ancient_angel_new,,,,,,418,1,,,30,45,,,0,100
7,腰带,32_7,32,2075,70,3,,Y,25,45,,52,,,15,23,6,9,0,2,,,,,,,,,,,4036,weapon_sword_ancient_angel_new,,,,,,418,1,,,34,51,,,0,100
8,腰带,32_8,32,2075,80,3,,Y,29,50,,58,,,17,26,6,9,0,2,,,,,,,,,,,4037,weapon_sword_ancient_angel_new,,,,,,418,1,,,38,57,,,0,100
9,腰带,32_9,32,2075,90,3,,Y,33,55,,64,,,19,29,6,9,0,2,,,,,,,,,,,4038,weapon_sword_ancient_angel_new,,,,,,418,1,,,42,63,,,0,100
1,布冠,buguan,33,1529,82,2,,N,1,,,,,,3,5,6,10,0,4,Unique33_1a,0,Tmpmax_150,100,,,,,,,4043,weapon_sword_ancient_angel_new,,,,HD_002,HD_001,429,2,,,9,12,Tmpmax_300,1,20,25
2,皮冠,piguan,33,1530,189,3,,N,5,15,,,,,8,12,8,12,1,4,Unique33_2a,0,Tmpmax_150,100,,,,,,,4044,weapon_sword_ancient_angel_new,,,,HD_003,HD_002,430,3,,,24,32,Tdp%_40,1,30,0
3,礼冠,liguan,33,1531,351,4,,N,10,18,,,,,13,23,6,12,0,5,Unique33_3a,0,Tmpmax_150,100,,,,,,,4045,weapon_sword_ancient_angel_new,,,,HD_002,HD_003,431,5,,,22,44,Thpmax_300,2,25,40
4,冲云冠,lingguan,33,1540,630,6,,N,15,25,,,,,20,39,10,15,0,5,Unique33_4a,0,Tmpmax_150,100,,,,,,,4046,weapon_sword_ancient_angel_new,,,,HD_003,HD_001,432,4,,,27,39,Tmpregen%_80,2,30,40
5,蜚冠,feiguan,33,1541,608,5,,N,21,30,,,,,40,59,10,18,0,4,Unique33_5a,0,Tmpmax_150,100,,,,,,,4047,weapon_sword_ancient_angel_new,,,,HD_002,HD_002,433,1,,,30,48,Tapreduce_20,1,20,0
6,泰逢冠,taifengguan,33,1542,840,4,,N,26,20,,,,,18,33,12,18,0,4,Unique33_6a,0,Tmpmax_150,100,,,,,,,4048,weapon_sword_ancient_angel_new,,,,HD_003,HD_003,434,2,,,45,69,Tmapreduce_20,1,20,100
7,神儋冠,shendanguan,33,1543,1224,5,,N,32,34,,,,,43,72,10,20,1,4,Unique33_7a,0,Tmpmax_150,100,,,,,,,4049,weapon_sword_ancient_angel_new,,,,HD_002,HD_001,435,3,,,52,99,Thpsteal_7,1,25,50
8,乘黄冠,chenghuanguan,33,1544,1337,6,,N,38,45,,,,,36,45,16,20,0,5,Unique33_8a,0,Tmpmax_150,100,,,,,,,4050,weapon_sword_ancient_angel_new,,,,HD_003,HD_002,436,4,,,90,151,Tattackspeed_20,1,20,40
9,青云冠,qingyunguan,33,1545,1995,5,,N,42,48,,,,,27,33,18,21,1,4,Unique33_9a,0,Tmpmax_150,100,,,,,,,4051,weapon_sword_ancient_angel_new,,,,HD_003,HD_003,437,1,,,66,110,Twis_60,3,30,60
4,冲云冠,lingguan1,33,1540,630,6,,Y,1,,,,,,20,39,10,15,0,0,Unique33_4a,0,Tmpmax_fapao4,100,,,,,,,4046,weapon_sword_ancient_angel_new,,,,HD_003,HD_001,432,,,,,,,2,0,0
1,法冠,33_1,33,2075,10,1,,Y,1,,,,,,5,7,8,12,0,3,,,Tmpmax_150,100,,,,,,,4043,weapon_sword_ancient_angel_new,,,,HD_002,HD_001,428,1,,,8,11,,1,0,100
2,法冠,33_2,33,2075,20,1,,Y,5,,,,,,8,10,8,12,0,3,,,Tmpmax_150,100,,,,,,,4044,weapon_sword_ancient_angel_new,,,,HD_003,HD_002,428,1,,,11,16,,1,0,100
3,法冠,33_3,33,2075,30,1,,Y,9,,,,,,11,13,8,12,0,3,,,Tmpmax_150,100,,,,,,,4045,weapon_sword_ancient_angel_new,,,,HD_002,HD_003,428,1,,,14,21,,1,0,100
4,法冠,33_4,33,2075,40,2,,Y,13,,,,,,14,16,8,12,0,3,,,Tmpmax_150,100,,,,,,,4046,weapon_sword_ancient_angel_new,,,,HD_003,HD_001,428,1,,,17,26,,1,0,100
5,法冠,33_5,33,2075,50,2,,Y,17,,,,,,17,19,8,12,0,3,,,Tmpmax_150,100,,,,,,,4047,weapon_sword_ancient_angel_new,,,,HD_002,HD_002,428,1,,,20,31,,1,0,100
6,法冠,33_6,33,2075,60,2,,Y,21,,,,,,20,22,8,12,0,3,,,Tmpmax_150,100,,,,,,,4048,weapon_sword_ancient_angel_new,,,,HD_003,HD_003,428,1,,,23,36,,1,0,100
7,法冠,33_7,33,2075,70,3,,Y,25,,,,,,23,25,8,12,0,3,,,Tmpmax_150,100,,,,,,,4049,weapon_sword_ancient_angel_new,,,,HD_002,HD_001,428,1,,,26,41,,1,0,100
8,法冠,33_8,33,2075,80,3,,Y,29,,,,,,26,28,8,12,0,3,,,Tmpmax_150,100,,,,,,,4050,weapon_sword_ancient_angel_new,,,,HD_003,HD_002,428,1,,,29,46,,1,0,100
9,法冠,33_9,33,2075,90,3,,Y,33,,,,,,29,31,8,12,0,3,,,Tmpmax_150,100,,,,,,,4051,weapon_sword_ancient_angel_new,,,,HD_003,HD_003,428,1,,,32,51,,1,0,100
1,青布袍,qingbupao,34,1546,82,4,,N,1,,,,,,7,15,10,14,0,5,Unique34_1a,0,Tmpmax_200,100,,,,,,,4056,weapon_sword_ancient_angel_new,,,,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,439,4,,,15,21,Tmovespeed_30,1,25,25
2,苦行衣,kuxingyi,34,1547,112,5,,N,5,15,,,,,15,30,12,16,0,6,Unique34_2a,0,Tmpmax_200,100,,,,,,,4057,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_002*RA_001*RE_002*TK_002,440,5,,,32,60,Tdp_400,1,30,0
3,绸衫,choushan,34,1548,525,4,,N,9,22,,,,,21,36,12,20,1,5,Unique34_3a,0,Tmpmax_200,100,,,,,,,4058,weapon_sword_ancient_angel_new,,,,CA_002*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,441,3,,,40,57,Tmpmax_300,2,30,50
4,普通皮袍,putongpipao,34,1549,488,6,,N,14,30,,,,,32,52,9,15,1,5,Unique34_4a,0,Tmpmax_200,100,,,,,,,4059,weapon_sword_ancient_angel_new,,,,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_002*LA_002*LE_000*RA_002*RE_000*TK_001,442,2,,,75,96,Tdex_80,2,30,50
5,精制皮袍,jingzhipipao,34,1550,738,7,,N,19,36,,,,,44,74,10,20,0,6,Unique34_5a,0,Tmpmax_200,100,,,,,,,4060,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_001,443,4,,,111,151,Thpmax_300,2,30,50
6,英招战炮,yingzhaozhanpao,34,1551,1280,9,,N,25,42,,,,,75,116,16,20,1,5,Unique34_6a,0,Tmpmax_200,100,,,,,,,4061,weapon_sword_ancient_angel_new,,,,CA_003*TK_002*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_000*RA_003*RE_000*TK_002,444,1,,,108,176,Twis_80,1,25,40
7,月华战袍,yuehuazhanpao,34,1552,1500,11,,N,31,50,,,,,88,137,15,25,0,6,Unique34_7a,0,Tmpmax_200,100,,,,,,,4062,weapon_sword_ancient_angel_new,,,,CA_003*TK_002*LA_002*RA_002*LE_002*RE_002,CA_003*LA_001*LE_002*RA_001*RE_002*TK_002,445,3,,,60,93,Tdp%_50,1,30,0
8,穷奇袍甲,qiongqipaojia1,34,1553,1933,9,,N,37,60,,,,,50,68,20,28,1,5,Unique34_8a,0,Ufapaomdp,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,446,1,,,173,291,Tmdp2_600,1,30,100
8,穷奇袍甲,qiongqipaojia2,34,1553,1933,9,,N,37,60,,,,,50,68,20,28,1,5,Unique34_8a,0,Ufapaomdp,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,446,2,,,173,291,Tmdp5_600,1,30,100
8,穷奇袍甲,qiongqipaojia3,34,1553,1933,9,,N,37,60,,,,,50,68,20,28,1,5,Unique34_8a,0,Ufapaomdp,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,446,3,,,173,291,Tmdp4_600,1,30,100
8,穷奇袍甲,qiongqipaojia4,34,1553,1933,9,,N,37,60,,,,,50,68,20,28,1,5,Unique34_8a,0,Ufapaomdp,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,446,4,,,173,291,Tmdp1_600,1,30,100
8,穷奇袍甲,qiongqipaojia5,34,1553,1933,9,,N,37,60,,,,,50,68,20,28,1,5,Unique34_8a,0,Ufapaomdp,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,446,5,,,173,291,Tmdp3_600,1,30,100
9,恶来血袍,elaixuepao,34,1554,2850,8,,N,41,45,,,,,86,108,20,25,0,6,Unique34_9a,0,Tmpmax_200,100,,,,,,,4064,weapon_sword_ancient_angel_new,,,,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_002*LA_002*LE_002*RA_002*RE_002*TK_002,447,4,,,90,144,Trange_2,2,30,80
1,青布袍,qingbupao1,34,1546,82,4,,Y,1,,,,,,7,15,10,14,0,0,Unique34_1a,0,Tmpmax_fapao1,100,,,,,,,4056,weapon_sword_ancient_angel_new,,,,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,439,,,,,,,1,0,0
2,苦行衣,kuxingyi1,34,1547,112,5,,Y,1,,,,,,15,30,12,16,0,0,Unique34_2a,0,Tmpmax_fapao3,100,,,,,,,4057,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_002*RA_001*RE_002*TK_002,440,,,,,,,1,0,0
3,绸衫,choushan1,34,1548,525,4,,Y,1,,,,,,21,36,12,20,0,0,Unique34_3a,0,Tmpmax_fapao3,100,,,,,,,4058,weapon_sword_ancient_angel_new,,,,CA_002*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,441,,,,,,,2,0,0
4,普通皮袍,putongpipao1,34,1549,488,6,,Y,1,,,,,,32,52,9,15,0,0,Unique34_4a,0,Tmpmax_fapao4,100,,,,,,,4059,weapon_sword_ancient_angel_new,,,,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_002*LA_002*LE_000*RA_002*RE_000*TK_001,442,,,,,,,2,0,0
5,精制皮袍,jingzhipipao1,34,1550,738,7,,Y,1,,,,,,44,74,10,20,0,0,Unique34_5a,0,Tmpmax_fapao5,100,,,,,,,4060,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_001,443,,,,,,,2,0,0
1,法袍,34_1,34,2075,10,2,,Y,1,,,,,,12,18,10,18,1,3,,,Tmpmax_200,100,,,,,,,4056,weapon_sword_ancient_angel_new,,,,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,438,1,,,14,20,,1,0,100
2,法袍,34_2,34,2075,20,2,,Y,5,,,,,,18,27,10,18,1,3,,,Tmpmax_200,100,,,,,,,4057,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_002*RA_001*RE_002*TK_002,438,1,,,21,30,,1,0,100
3,法袍,34_3,34,2075,30,3,,Y,9,,,,,,24,36,10,18,1,3,,,Tmpmax_200,100,,,,,,,4058,weapon_sword_ancient_angel_new,,,,CA_002*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,438,1,,,28,40,,1,0,100
4,法袍,34_4,34,2075,40,3,,Y,13,,,,,,30,45,10,18,1,3,,,Tmpmax_200,100,,,,,,,4059,weapon_sword_ancient_angel_new,,,,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_002*LA_002*LE_000*RA_002*RE_000*TK_001,438,1,,,35,50,,1,0,100
5,法袍,34_5,34,2075,50,4,,Y,17,,,,,,36,54,10,18,1,3,,,Tmpmax_200,100,,,,,,,4060,weapon_sword_ancient_angel_new,,,,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_001,438,1,,,42,60,,1,0,100
